nobody &apos;s going anywhere,ain &apos;t nobody going nowhere,אף אחד לא הולך לשום מקום
it doesn &apos;t add up,it &apos;s not working,זה לא מסתדר
that &apos;s not it,that &apos;s not the point,זה לא העניין
I don &apos;t know,don &apos;t know,לא יודעת
you want to go,do you want to go,את רוצה ללכת
is there anything I can do,there &apos;s something I can do,יש משהו שאני יכול לעשות
don &apos;t touch that,don &apos;t touch it,אל תיגע בזה
I need you to get back,I want you to stay away,אני רוצה שתתרחקי
we should talk to him,we need to talk to him,אנחנו צריכים לדבר איתו
did you hear that,did you hear,שמעת
what &apos;s going on,what &apos;s going on here,מה קורה פה
what &apos;s going on,what &apos;s going on here,מה קורה כאן
what do you say,what are you saying,מה אתה אומר
it &apos;s not a request,that &apos;s not the problem,זו לא בקשה
but I &apos;m not,but I don &apos;t,אבל אני לא
that &apos;s not true,it &apos;s not true,זה לא נכון
I need your help,I need you to help me,אני צריך שתעזרי לי
I need your help,I need you to help me,אני צריך שתעזרי לי
did they see us,they saw us,הם ראו אותנו
I can do that,I can do it,אני יכול לעשות זאת
what are we gonna do,what do we do,מה נעשה
this is too much,it is too much,זה מוגזם
I am not messing with you,I &apos;m not playing with you,אני לא משחק איתך
everything &apos;s gonna be okay,it &apos;s gonna be all right,הכל יהיה בסדר
you shouldn &apos;t have done that,you didn &apos;t have to do that,לא היית צריך לעשות זאת
